t,zone_avg,zone
1993-06-15,7.288456336088779,A
1993-07-16,10.794913509133407,A
1993-08-16,12.635562061772236,A
1993-09-15,11.539508948006455,A
1993-10-16,9.952885592921069,A
1993-11-15,8.513659464393195,A
1993-12-16,6.615613814117013,A
1994-01-16,4.058016446098917,A
1994-02-14,2.965702151492456,A
1994-03-16,2.3240501628866044,A
1994-04-15,3.327453575707634,A
1994-05-16,5.881152597215536,A
1994-06-15,8.997521109580799,A
1994-07-16,13.500019190404721,A
1994-08-16,13.81789475844527,A
1994-09-15,12.515678439128063,A
1994-10-16,11.13153828420479,A
1994-11-15,9.698518478980802,A
1994-12-16,6.988416112764525,A
1995-01-16,4.129864300954463,A
1995-02-14,2.4783243682331086,A
1995-03-16,2.428019452400971,A
1995-04-15,3.5857229408180267,A
1995-05-16,5.834988515337842,A
1995-06-15,8.432621930608493,A
1995-07-16,11.043665440518648,A
1995-08-16,12.319566879158062,A
1995-09-15,12.095165755709935,A
1995-10-16,11.390122665351731,A
1995-11-16,9.125819093862281,A
1995-12-16,6.437206217969197,A
1996-01-16,4.0054529198497475,A
1996-02-15,2.2254344039712555,A
1996-03-16,2.329463273020521,A
1996-04-16,3.6500753531904833,A
1996-05-16,5.667026642549918,A
1996-06-15,8.440210759924279,A
1996-07-16,10.71735333809776,A
1996-08-16,12.654758249853897,A
1996-09-15,12.398243300572053,A
1996-10-16,10.557963027905073,A
1996-11-15,8.098592009235611,A
1996-12-16,6.1204274597617,A
1997-01-16,4.043169379399687,A
1997-02-14,2.8782253897347196,A
1997-03-16,2.281741506955903,A
1997-04-16,3.559387021458929,A
1997-05-16,5.201791438241596,A
1997-06-15,8.249363480867586,A
1997-07-16,11.167161575704782,A
1997-08-16,12.45954655091198,A
1997-09-15,12.157359243854664,A
1997-10-16,10.781142407820845,A
1997-11-15,8.763482341558571,A
1997-12-16,6.622549683554792,A
1998-01-16,4.202400197242113,A
1998-02-14,2.3991746691907654,A
1998-03-16,2.3451033521590587,A
1998-04-15,4.187984149363318,A
1998-05-16,6.183243258676766,A
1998-06-15,8.668150754525314,A
1998-07-16,11.146883442165597,A
1998-08-16,12.838703899227122,A
1998-09-15,11.879164570114975,A
1998-10-16,9.751445548528265,A
1998-11-16,7.911035995655775,A
1998-12-16,6.24785444747084,A
1999-01-16,4.148256942251038,A
1999-02-14,2.917627671765038,A
1999-03-16,2.5651901092410228,A
1999-04-15,4.0744624522369595,A
1999-05-16,6.579949750160567,A
1999-06-16,9.232936158476546,A
1999-07-16,11.73001226382135,A
1999-08-16,13.391839846893868,A
1999-09-15,13.663423582858597,A
1999-10-16,11.632154113762216,A
1999-11-16,9.861224516528857,A
1999-12-16,7.995264376696702,A
2000-01-16,5.840427503761305,A
2000-02-15,4.25526169953048,A
2000-03-16,3.685143375752766,A
2000-04-16,4.478842431763803,A
2000-05-16,6.483790802281491,A
2000-06-15,9.42367070732621,A
2000-07-16,12.251910737476305,A
2000-08-16,13.740772184015677,A
2000-09-15,13.396717463485604,A
2000-10-16,11.523026513958012,A
2000-11-15,9.39683798277868,A
2000-12-16,7.030099624694257,A
2001-01-16,4.62602730992715,A
2001-02-14,3.0643822798078544,A
2001-03-16,2.600785207187119,A
2001-04-15,3.093365925646036,A
2001-05-16,5.478765281149766,A
2001-06-15,8.526584184818127,A
2001-07-16,11.126424259672337,A
2001-08-16,12.378952004722839,A
2001-09-15,12.131669294401737,A
2001-10-16,10.787521709830239,A
2001-11-15,9.03127756976377,A
2001-12-16,7.527924105384572,A
2002-01-16,5.236019908289921,A
2002-02-14,3.625224191160271,A
2002-03-16,3.1513621967363847,A
2002-04-15,4.197410008422777,A
2002-05-16,6.000694281157317,A
2002-06-16,8.465323766348211,A
2002-07-16,11.236111324835138,A
2002-08-16,13.232052733135601,A
2002-09-15,13.06488311800964,A
2002-10-16,11.912731109369176,A
2002-11-16,9.435429700590502,A
2002-12-16,7.152662066828884,A
2003-01-16,4.26420066721354,A
2003-02-15,2.813809091183239,A
2003-03-16,2.2856819434797093,A
2003-04-16,2.9140010192814594,A
2003-05-16,5.193667629025908,A
2003-06-16,8.05749032513846,A
2003-07-16,10.985837320797183,A
2003-08-16,12.41076304622776,A
2003-09-15,12.249849320615615,A
2003-10-16,11.202545606393,A
2003-11-15,8.87109941798853,A
2003-12-16,6.621951397106655,A
2004-01-16,4.2490121608089995,A
2004-02-15,2.914033046195399,A
2004-03-16,1.9086503246003788,A
2004-04-15,2.6254206214055587,A
2004-05-16,4.935670105819238,A
2004-06-15,7.512806204454936,A
2004-07-16,10.499903341650773,A
2004-08-16,11.969745998667788,A
2004-09-15,11.604891113651451,A
2004-10-16,9.98187927752484,A
2004-11-16,8.31722575914194,A
2004-12-16,6.201418706615784,A
2005-01-16,4.216504222901469,A
2005-02-14,2.473160678016701,A
2005-03-16,2.3277632790026415,A
2005-04-15,3.7808244124956554,A
2005-05-16,5.347788970343675,A
2005-06-16,7.876140199232298,A
2005-07-16,10.720352023675794,A
2005-08-16,12.458911686312481,A
2005-09-16,12.39944444011458,A
2005-10-16,11.388020266342194,A
2005-11-15,9.259863259689311,A
2005-12-16,6.876436818462675,A
2006-01-16,4.346260355163746,A
2006-02-14,2.943468761982039,A
2006-03-16,2.89104922497558,A
2006-04-16,3.6279194518778453,A
2006-05-16,5.306013052717136,A
2006-06-15,8.569284901468565,A
2006-07-16,12.007930591059818,A
2006-08-16,12.59403417869114,A
2006-09-15,12.17736972574359,A
2006-10-16,10.647107022478577,A
2006-11-15,8.133431979037784,A
2006-12-16,6.252338979968855,A
2007-01-16,4.703192991338583,A
2007-02-15,3.3225102603467134,A
2007-03-16,1.9210317971763882,A
2007-04-15,2.3072409827490614,A
2007-05-16,4.605349064062983,A
2007-06-15,7.194682969988241,A
2007-07-16,10.409751893539285,A
2007-08-16,11.59143901122254,A
2007-09-15,11.619361086775786,A
2007-10-16,9.554428334724285,A
2007-11-15,7.031011366232299,A
2007-12-16,4.677922603340714,A
2008-01-16,4.653262966173049,A
2008-02-15,3.4690711645636623,A
2008-03-16,2.7672091264503713,A
2008-04-15,4.569180341059519,A
2008-05-16,6.883864022375218,A
2008-06-16,9.151271365896969,A
2008-07-16,12.20215147648327,A
2008-08-16,12.176760468704181,A
2008-09-15,11.36143227575692,A
2008-10-16,10.501361002765051,A
2008-11-15,9.20773983244904,A
2008-12-16,7.4279247831649435,A
2009-01-16,4.8126048288622,A
2009-02-14,3.707439040966486,A
2009-03-16,3.1423158273979395,A
2009-04-15,4.095712419949039,A
2009-05-16,6.294878586448826,A
2009-06-15,9.128708531697098,A
2009-07-16,11.596320964261938,A
2009-08-16,13.230142650933436,A
2009-09-15,12.178791862440944,A
2009-10-16,10.356194864429728,A
2009-11-15,9.760938654526088,A
2009-12-16,8.588673990774469,A
2010-01-16,6.450219458312659,A
2010-02-15,5.044194036152864,A
2010-03-16,4.417766848744345,A
2010-04-15,5.706883195214184,A
2010-05-16,7.622384382824433,A
2010-06-15,9.659274263458613,A
2010-07-16,12.0549653846605,A
2010-08-16,13.03549807438132,A
2010-09-15,12.677187744224517,A
2010-10-16,11.574293191344722,A
2010-11-16,10.050577797890293,A
2010-12-16,8.175707621840749,A
2011-01-16,5.905319306573094,A
2011-02-15,4.550358817745556,A
2011-03-16,3.770335510367644,A
2011-04-15,4.7661665251509024,A
2011-05-16,6.731836090755607,A
2011-06-16,9.312427739296643,A
2011-07-16,11.736715262277341,A
2011-08-16,12.231931996221977,A
2011-09-16,12.571782849255134,A
2011-10-16,11.660220623483292,A
2011-11-15,10.333271703354717,A
2011-12-16,8.87825101015982,A
2012-01-16,6.641089698890806,A
2012-02-15,5.124965121129418,A
2012-03-16,4.887791471472763,A
2012-04-15,5.623231567938231,A
2012-05-16,8.00824144436284,A
2012-06-15,10.614723150098508,A
2012-07-16,12.573805077218276,A
2012-08-16,14.44451239032287,A
2012-09-15,13.627942737923476,A
2012-10-16,12.786464526742883,A
2012-11-15,11.41135971216109,A
2012-12-16,9.397938696795002,A
2013-01-16,7.062909461628088,A
2013-02-14,4.879770009110756,A
2013-03-16,4.446436244624594,A
2013-04-15,4.842401406022656,A
2013-05-16,7.063118368434646,A
2013-06-15,9.392489660967666,A
2013-07-16,11.912860648976121,A
2013-08-16,12.593195469154033,A
2013-09-15,12.337531506540998,A
2013-10-16,12.01730144609995,A
2013-11-16,10.249071206995534,A
2013-12-16,7.7611428424950075,A
2014-01-17,5.430928452351797,A
2014-02-15,4.1744506940919885,A
2014-03-17,3.955063141206034,A
2014-04-16,5.155252647777341,A
2014-05-17,7.026017369593249,A
2014-06-16,9.90039435681157,A
2014-07-17,12.141880474702845,A
2014-08-17,13.481400472258183,A
2014-09-16,13.331456497943291,A
2014-10-17,12.933840275618198,A
2014-11-16,11.471760370763553,A
2014-12-17,9.493275029368702,A
2015-01-17,5.17704513992828,A
2015-02-15,2.6826376970791266,A
2015-03-17,1.8008851325982678,A
2015-04-16,2.4975277317677307,A
2015-05-17,4.867663911421163,A
2015-06-16,7.793482810174963,A
2015-07-17,10.826509696373357,A
2015-08-17,12.092041949114137,A
2015-09-16,12.576914182554246,A
2015-10-17,11.331780058453651,A
2015-11-16,10.20180479112174,A
2015-12-17,8.684645601398499,A
2016-01-17,6.660058283310702,A
2016-02-16,5.104150703917461,A
2016-03-17,4.2206179537199775,A
2016-04-16,5.205298168782072,A
2016-05-17,7.141898726876127,A
2016-06-16,9.33235044521005,A
2016-07-17,11.739158870492037,A
2016-08-17,12.926917878109343,A
2016-09-16,13.007668935030296,A
2016-10-17,12.214881106219485,A
2016-11-16,11.355139166611616,A
2016-12-17,9.405837899094099,A
1978-01-16,2.3090851067100067,B
1978-02-14,1.1214018963761623,B
1978-03-16,2.1507669040808373,B
1978-04-15,5.684938760219861,B
1978-05-16,8.937165163274646,B
1978-06-15,10.963333235712733,B
1978-07-16,12.2089431693796,B
1978-08-16,13.700600114853293,B
1978-09-15,12.910705247498806,B
1978-10-16,10.531018501691165,B
1978-11-15,5.824837197976746,B
1978-12-16,1.9199452348983395,B
1979-01-16,1.2232844621291674,B
1979-02-14,0.16468283679666917,B
1979-03-16,1.7611197602240278,B
1979-04-15,4.95831423963323,B
1979-05-16,8.785983215633713,B
1979-06-15,11.531786195268174,B
1979-07-16,13.694056346899549,B
1979-08-16,14.435533271283155,B
1979-09-15,14.380115860476437,B
1979-10-16,11.99787783505783,B
1979-11-15,9.33384064527931,B
1979-12-16,6.046925371994284,B
1980-01-16,3.318134749706536,B
1980-02-15,2.232806113661687,B
1980-03-16,3.5291751027461657,B
1980-04-15,7.355877057570696,B
1980-05-16,10.190520914238524,B
1980-06-15,12.819064207801462,B
1980-07-16,13.992778093336028,B
1980-08-16,15.036108624940466,B
1980-09-15,14.709350619253014,B
1980-10-16,11.689815330136774,B
1980-11-15,7.316245039699867,B
1980-12-16,3.2103876251623786,B
1981-01-16,0.7550896969353204,B
1981-02-14,1.3289936399473572,B
1981-03-16,3.216119227746771,B
1981-04-15,6.522422342114699,B
1981-05-16,10.282951191096492,B
1981-06-15,12.735236293726944,B
1981-07-16,14.282385474242302,B
1981-08-16,15.333203303046615,B
1981-09-15,11.590269764412099,B
1981-10-16,10.50748333811175,B
1981-11-15,9.453488101820296,B
1981-12-16,7.513562193805757,B
1982-01-16,5.569874699763988,B
1982-02-14,4.569312601329066,B
1982-03-16,3.768615553349642,B
1982-04-15,4.738136922088619,B
1982-05-16,6.978452087565094,B
1982-06-15,9.04989326686017,B
1982-07-16,11.127569170396537,B
1982-08-16,12.035451900733959,B
1982-09-15,11.935935360194138,B
1982-10-16,11.176652623300338,B
1982-11-15,9.811866190062425,B
1982-12-16,7.940834753329392,B
1983-01-16,6.027701017423142,B
1983-02-14,4.702716262800938,B
1983-03-16,4.376695508674791,B
1983-04-15,4.892410546191224,B
1983-05-16,6.452201085014791,B
1983-06-15,9.356759782813537,B
1983-07-16,10.63493474830184,B
1983-08-16,11.990443737347023,B
1983-09-15,11.868034357689316,B
1983-10-16,11.297357808857805,B
1983-11-15,9.68502457194685,B
1983-12-16,7.409907189240618,B
1984-01-16,5.551539846102444,B
1984-02-15,4.856346828295675,B
1984-03-16,3.923575289025781,B
1984-04-15,4.473291100515766,B
1984-05-16,6.1760897229539,B
1984-06-15,8.714971185740628,B
1984-07-16,10.76434207391434,B
1984-08-16,12.797932354748577,B
1984-09-15,11.553124496836498,B
1984-10-16,10.741468406882527,B
1984-11-15,10.192165245179774,B
1984-12-16,8.277033469431359,B
1985-01-16,5.601427652904249,B
1985-02-14,4.374122808464076,B
1985-03-16,3.6655945085710093,B
1985-04-16,4.253809371603462,B
1985-05-16,6.04376661127135,B
1985-06-15,8.278438854203353,B
1985-07-16,11.068343290057069,B
1985-08-16,13.003009513953083,B
1985-09-15,12.589465700429953,B
1985-10-16,11.366589420597036,B
1985-11-16,8.877958247118265,B
1985-12-16,6.221660811142279,B
1986-01-16,4.094682626247902,B
1986-02-15,3.0675293128310046,B
1986-03-16,3.06593700729048,B
1986-04-15,4.785739375557183,B
1986-05-16,6.789248958781585,B
1986-06-16,8.756668698934774,B
1986-07-16,11.268046163318237,B
1986-08-16,13.38523832656874,B
1986-09-16,12.127032661395457,B
1986-10-16,10.86129194633628,B
1986-11-15,8.771309483010542,B
1986-12-16,6.368060438278899,B
1987-01-16,4.363636418262208,B
1987-02-14,2.629274312659857,B
1987-03-16,2.0419149565558494,B
1987-04-16,3.1470303808010684,B
1987-05-16,5.772128769630873,B
1987-06-15,9.198598506990436,B
1987-07-16,11.443320697956247,B
1987-08-16,12.394418028500738,B
1987-09-15,11.989155737804731,B
1987-10-16,10.382083048947377,B
1987-11-15,7.98882618357314,B
1987-12-16,5.554988469874786,B
1988-01-16,3.0145406804361934,B
1988-02-15,2.2561369738023065,B
1988-03-16,2.5981395152980724,B
1988-04-15,3.8037851294490155,B
1988-05-16,6.201541928350438,B
1988-06-16,8.523375160222388,B
1988-07-16,11.658191391701186,B
1988-08-16,13.308947165086433,B
1988-09-16,11.883178583346169,B
1988-10-16,10.143142464293119,B
1988-11-15,8.302178347360615,B
1988-12-16,5.706005123371495,B
1989-01-16,3.531038223483223,B
1989-02-14,2.270039521364856,B
1989-03-16,1.8711088450822961,B
1989-04-16,3.083960443721832,B
1989-05-16,6.196225559160332,B
1989-06-15,9.147288796946714,B
1989-07-16,11.708848704231322,B
1989-08-16,13.025901391670292,B
1989-09-15,12.8215416026041,B
1989-10-16,10.312678631549607,B
1989-11-15,8.62255981657114,B
1989-12-16,4.809316464832851,B
1990-01-16,3.1967312642293537,B
1990-02-14,2.4893721380009772,B
1990-03-16,2.2517058069255493,B
1990-04-15,3.3554772180239976,B
1990-05-16,5.762755411986488,B
1990-06-15,8.777523830207404,B
1990-07-16,11.647980702407153,B
1990-08-16,14.633074647873103,B
1990-09-15,13.297160614896036,B
1990-10-16,11.648308382180323,B
1990-11-15,8.658859501874552,B
1990-12-16,6.223498628808287,B
1991-01-16,4.028013170536337,B
1991-02-14,2.6674834992036045,B
1991-03-16,2.6119757600431015,B
1991-04-15,3.8405950815836776,B
1991-05-16,6.439121336289779,B
1991-06-15,9.27923494720062,B
1991-07-16,11.873396672872195,B
1991-08-16,13.288024637237317,B
1991-09-15,12.185955866318464,B
1991-10-16,10.958957448692543,B
1991-11-16,8.631827131429858,B
1991-12-16,6.193782240032742,B
1992-01-16,3.8704188023489654,B
1992-02-15,2.1298833103897277,B
1992-03-16,1.870199737496374,B
1992-04-16,3.1429723110102574,B
1992-05-16,5.491718395160002,B
1992-06-16,8.659747109895868,B
1992-07-16,11.359277798159438,B
1992-08-16,12.360029485474834,B
1992-09-16,11.77016061536444,B
1992-10-16,9.710132743480461,B
1992-11-15,7.884267302312237,B
1992-12-16,5.704914577722868,B
1993-01-16,3.6637786876859364,B
1993-02-14,2.2471063859540354,B
1993-03-16,1.7983011177785155,B
1993-04-16,3.10153024437985,B
1993-05-16,5.41303527736196,B
1993-06-15,8.034363777123218,B
1993-07-16,11.262147036530171,B
1993-08-16,12.957101664111468,B
1993-09-15,11.89072137752968,B
1993-10-16,9.928536740883297,B
1993-11-15,8.318583415524644,B
1993-12-16,6.43819507334054,B
1994-01-16,4.028545572585118,B
1994-02-14,2.9794880023271273,B
1994-03-16,2.470130076836526,B
1994-04-15,3.6974511595241593,B
1994-05-16,6.258210638045414,B
1994-06-15,9.504618949161449,B
1994-07-16,13.716513518824945,B
1994-08-16,14.185127479600856,B
1994-09-15,12.942346861941227,B
1994-10-16,11.268292486747377,B
1994-11-15,9.615315266486279,B
1994-12-16,6.828006063826782,B
1995-01-16,3.8200438038562443,B
1995-02-14,2.302586599446803,B
1995-03-16,2.3974615402095507,B
1995-04-15,3.9120210854493616,B
1995-05-16,6.4382851085178,B
1995-06-15,9.12836248112306,B
1995-07-16,11.526192823242464,B
1995-08-16,12.933511077976695,B
1995-09-15,12.401669259125931,B
1995-10-16,11.412704579770272,B
1995-11-16,9.075665967149368,B
1995-12-16,6.183422426881843,B
1996-01-16,3.438653169919464,B
1996-02-15,2.039361572954973,B
1996-03-16,2.2668947914618873,B
1996-04-16,3.914464496513595,B
1996-05-16,6.310089751836608,B
1996-06-15,9.360848497277615,B
1996-07-16,11.474621169755306,B
1996-08-16,13.173459553622873,B
1996-09-15,12.795658989755044,B
1996-10-16,10.898235337986215,B
1996-11-15,8.099515639177948,B
1996-12-16,5.811970773415915,B
1997-01-16,3.91993086692818,B
1997-02-14,2.7037978442193356,B
1997-03-16,2.261117615298564,B
1997-04-16,3.896225376648022,B
1997-05-16,5.851605717097737,B
1997-06-15,8.97054576661127,B
1997-07-16,11.647273171119922,B
1997-08-16,12.805987128712403,B
1997-09-15,12.599088559449118,B
1997-10-16,11.009011743397243,B
1997-11-15,8.624619118611243,B
1997-12-16,6.301753643595022,B
1998-01-16,3.7283046339141928,B
1998-02-14,1.9134635757120506,B
1998-03-16,2.3159307936989784,B
1998-04-15,4.415802275352994,B
1998-05-16,6.680589976310021,B
1998-06-15,9.374562598912203,B
1998-07-16,11.847695932534327,B
1998-08-16,13.377758380756063,B
1998-09-15,12.364032470827313,B
1998-10-16,10.006374165475572,B
1998-11-16,7.969682210690025,B
1998-12-16,6.098620411260567,B
1999-01-16,3.9531932368362854,B
1999-02-14,2.6717402336766503,B
1999-03-16,2.333077216850129,B
1999-04-15,4.224321860906999,B
1999-05-16,7.187639599943721,B
1999-06-16,10.16358044152099,B
1999-07-16,12.318898420800279,B
1999-08-16,13.922711404911277,B
1999-09-15,13.744864540928024,B
1999-10-16,11.674305475925964,B
1999-11-16,9.583068242731573,B
1999-12-16,7.646864185330417,B
2000-01-16,5.572492584176345,B
2000-02-15,4.059043632213581,B
2000-03-16,3.827786765907359,B
2000-04-16,4.735185630895309,B
2000-05-16,6.897742054163657,B
2000-06-15,10.020430477976499,B
2000-07-16,12.906447126480131,B
2000-08-16,14.22637373004322,B
2000-09-15,13.888522211219149,B
2000-10-16,11.75864501585662,B
2000-11-15,9.230319317584764,B
2000-12-16,6.896644723278923,B
2001-01-16,4.431073991862842,B
2001-02-14,2.750135255937362,B
2001-03-16,2.5626295471467855,B
2001-04-15,3.380338361044598,B
2001-05-16,6.13291470490931,B
2001-06-15,9.265908498864693,B
2001-07-16,11.691055739955525,B
2001-08-16,12.714955802904438,B
2001-09-15,12.532668019928868,B
2001-10-16,10.906373075094233,B
2001-11-15,8.929466022005474,B
2001-12-16,7.219161077011424,B
2002-01-16,4.916558765560517,B
2002-02-14,3.497534590418172,B
2002-03-16,3.1244708436974733,B
2002-04-15,4.417131919926053,B
2002-05-16,6.551305747127859,B
2002-06-16,9.22766837532176,B
2002-07-16,11.824555191753417,B
2002-08-16,13.801234807694527,B
2002-09-15,13.483485744136642,B
2002-10-16,12.12346710697297,B
2002-11-16,9.311514124608738,B
2002-12-16,6.820727795109948,B
2003-01-16,3.8183473533093353,B
2003-02-15,2.510487831080139,B
2003-03-16,2.4793698171883825,B
2003-04-16,3.210835201665482,B
2003-05-16,5.712355783617618,B
2003-06-16,8.478887765744616,B
2003-07-16,11.388211950072742,B
2003-08-16,12.792815070069349,B
2003-09-15,12.651794895119949,B
2003-10-16,11.441491561037338,B
2003-11-15,8.833156904246383,B
2003-12-16,6.400892281791014,B
2004-01-16,4.197874976459116,B
2004-02-15,2.82498216292329,B
2004-03-16,1.8362744603412935,B
2004-04-15,3.00335166942352,B
2004-05-16,5.61926410555113,B
2004-06-15,8.107685419856413,B
2004-07-16,11.158921164921919,B
2004-08-16,12.302139486301808,B
2004-09-15,11.925004502542132,B
2004-10-16,10.392336637920268,B
2004-11-16,8.18482210527332,B
2004-12-16,5.940763154745066,B
2005-01-16,3.798973809774304,B
2005-02-14,2.0826136115686453,B
2005-03-16,1.942378626813218,B
2005-04-15,4.074263812635458,B
2005-05-16,6.087866647682627,B
2005-06-16,8.647763830034378,B
2005-07-16,11.025876272268736,B
2005-08-16,12.589469536605094,B
2005-09-16,12.52160091798515,B
2005-10-16,11.45913430119369,B
2005-11-15,9.09224029754802,B
2005-12-16,6.6612000558251205,B
2006-01-16,4.433664347878427,B
2006-02-14,2.984329894373352,B
2006-03-16,2.78635195947179,B
2006-04-16,3.9421324701211384,B
2006-05-16,6.013039937606977,B
2006-06-15,9.157945477131378,B
2006-07-16,12.323706432386194,B
2006-08-16,12.760715471151167,B
2006-09-15,12.560752794720257,B
